,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
3404,6547,US-2020-154872,14-05-2020,18-05-2020,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,East,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,149,1,7,0,COD
3405,1245,CA-2020-133641,14-05-2020,21-05-2020,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,130,9,23,0,Online
3406,6461,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",135,5,9,0,Cards
3407,6545,US-2020-154872,14-05-2020,18-05-2020,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,East,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",132,5,-46,0,COD
3408,6409,CA-2020-161774,14-05-2020,15-05-2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,133,5,5,0,COD
3409,4650,CA-2020-129357,14-05-2020,19-05-2020,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,151,5,1,0,COD
3410,6464,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,171,5,37,0,Online
3411,2634,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,265,1,24,0,Online
3412,959,CA-2020-102414,15-05-2020,18-05-2020,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",108,3,5,0,COD
3413,5511,US-2020-152569,15-05-2020,20-05-2020,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,86,2,3,0,Online
3414,958,CA-2020-102414,15-05-2020,18-05-2020,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,114,2,-3,0,COD
3415,957,CA-2020-102414,15-05-2020,18-05-2020,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",117,1,2,0,Online
3416,2632,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,141,2,17,0,COD
3417,2633,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-CH-10002019,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,152,2,4,0,COD
3418,5510,US-2020-152569,15-05-2020,20-05-2020,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,179,2,19,0,COD
3419,4093,CA-2020-166576,16-05-2020,18-05-2020,First Class,JM-15865,John Murray,Consumer,United States,Akron,Ohio,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",237,2,-55,0,COD
3420,4426,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,138,6,54,0,Online
3421,5223,CA-2020-117401,18-05-2020,22-05-2020,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,156,5,2,0,COD
3422,4424,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,350,3,75,0,COD
3423,4715,CA-2020-121643,18-05-2020,20-05-2020,First Class,AB-10105,Adrian Barton,Consumer,United States,Portland,Oregon,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,364,2,38,0,COD
3424,5222,CA-2020-117401,18-05-2020,22-05-2020,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,725,7,197,0,Cards
3425,4188,CA-2020-112536,18-05-2020,23-05-2020,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",80,1,-3,0,Cards
3426,4189,CA-2020-112536,18-05-2020,23-05-2020,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,Central,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,89,2,0,0,Cards
3427,4187,CA-2020-112536,18-05-2020,23-05-2020,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",105,7,-10,0,Online
3428,3942,CA-2020-117863,18-05-2020,23-05-2020,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",102,1,1,0,COD
3429,4423,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",103,2,4,0,COD
3430,8184,CA-2020-155642,18-05-2020,22-05-2020,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,105,1,0,0,Online
3431,8183,CA-2020-155642,18-05-2020,22-05-2020,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,146,3,-10,0,COD
3432,3941,CA-2020-117863,18-05-2020,23-05-2020,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",112,2,6,0,Cards
3433,4427,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,149,2,15,0,COD
3434,2844,CA-2020-112865,18-05-2020,22-05-2020,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,133,3,0,1,Online
3435,4425,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,129,5,15,0,Online
3436,5224,CA-2020-117401,18-05-2020,22-05-2020,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",160,7,20,0,Cards
3437,5939,CA-2020-122077,19-05-2020,25-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,105,1,9,0,Online
3438,628,CA-2020-153787,19-05-2020,23-05-2020,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,139,2,28,0,Cards
3439,6369,US-2020-147998,19-05-2020,24-05-2020,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,San Jose,California,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,172,5,49,1,COD
3440,5053,US-2020-120607,19-05-2020,19-05-2020,Same Day,JC-15775,John Castell,Consumer,United States,Atlanta,Georgia,South,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,206,4,91,0,Online
3441,2862,CA-2020-138975,19-05-2020,23-05-2020,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,298,7,140,0,COD
3442,715,US-2020-100048,19-05-2020,24-05-2020,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,311,3,113,0,Cards
3443,713,US-2020-100048,19-05-2020,24-05-2020,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,323,6,109,0,COD
3444,6044,CA-2020-145702,19-05-2020,24-05-2020,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,325,3,-35,0,Cards
3445,714,US-2020-100048,19-05-2020,24-05-2020,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,326,2,89,0,Cards
3446,2860,CA-2020-138975,19-05-2020,23-05-2020,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,404,3,98,0,Cards
3447,3625,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",704,12,42,0,Cards
3448,2861,CA-2020-138975,19-05-2020,23-05-2020,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1652,9,374,0,Cards
3449,3626,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,102,2,1,0,Online
3450,5940,CA-2020-122077,19-05-2020,25-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,92,4,4,0,Online
3451,3627,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,95,1,1,0,Online
3452,6045,CA-2020-145702,19-05-2020,24-05-2020,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,124,7,10,0,Online
3453,3628,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,117,1,10,0,COD
3454,9011,CA-2020-127803,19-05-2020,23-05-2020,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Huntsville,Alabama,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,131,4,12,0,COD
3455,5454,US-2020-108700,19-05-2020,23-05-2020,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,Illinois,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,145,6,13,0,Cards
3456,2859,CA-2020-138975,19-05-2020,23-05-2020,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,179,4,4,0,COD
3457,4363,CA-2020-111332,20-05-2020,22-05-2020,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,174,3,35,0,COD
3458,6070,CA-2020-166695,20-05-2020,24-05-2020,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,383,1,38,0,COD
3459,6068,CA-2020-166695,20-05-2020,24-05-2020,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",552,8,-97,0,COD
3460,4365,CA-2020-111332,20-05-2020,22-05-2020,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,725,4,162,0,Online
3461,9144,US-2020-166688,20-05-2020,26-05-2020,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,1159,9,70,0,Online
3462,4366,CA-2020-111332,20-05-2020,22-05-2020,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,95,3,3,0,COD
3463,6069,CA-2020-166695,20-05-2020,24-05-2020,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,119,1,3,0,COD
3464,9143,US-2020-166688,20-05-2020,26-05-2020,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,110,2,3,0,Cards
3465,4364,CA-2020-111332,20-05-2020,22-05-2020,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",137,4,8,0,Cards
3466,4367,CA-2020-111332,20-05-2020,22-05-2020,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",148,10,7,0,Cards
3467,6907,CA-2020-149468,20-05-2020,20-05-2020,Same Day,AR-10405,Allen Rosenblatt,Corporate,United States,Trenton,Michigan,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",115,2,19,0,Online
3468,9145,US-2020-166688,20-05-2020,26-05-2020,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,158,5,18,0,Cards
3469,989,CA-2020-167899,21-05-2020,26-05-2020,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,541,5,72,0,Online
3470,990,CA-2020-167899,21-05-2020,26-05-2020,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,94,3,5,0,COD
3471,6467,CA-2020-153080,22-05-2020,25-05-2020,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",113,7,25,0,COD
3472,5540,US-2020-150595,22-05-2020,26-05-2020,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,219,2,-54,0,Online
3473,5542,US-2020-150595,22-05-2020,26-05-2020,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,116,3,2,0,COD
3474,9248,CA-2020-130106,22-05-2020,26-05-2020,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,116,1,0,0,Online
3475,5541,US-2020-150595,22-05-2020,26-05-2020,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",96,2,-2,0,Online
3476,9247,CA-2020-130106,22-05-2020,26-05-2020,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,102,3,2,0,Online
3477,7245,US-2020-151127,22-05-2020,25-05-2020,First Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,155,7,18,1,Online
3478,4510,CA-2020-167003,23-05-2020,29-05-2020,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",220,3,-6,1,Cards
3479,4872,CA-2020-164042,23-05-2020,27-05-2020,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,71,2,0,0,Online
3480,4875,CA-2020-164042,23-05-2020,27-05-2020,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,100,1,-1,0,Online
3481,4873,CA-2020-164042,23-05-2020,27-05-2020,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,132,5,-46,0,COD
3482,4874,CA-2020-164042,23-05-2020,27-05-2020,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,161,3,-11,0,Online
3483,8014,CA-2020-120168,25-05-2020,25-05-2020,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,139,8,13,0,COD
3484,8013,CA-2020-120168,25-05-2020,25-05-2020,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,697,5,207,0,COD
3485,8015,CA-2020-120168,25-05-2020,25-05-2020,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,103,1,1,0,COD
3486,9128,CA-2020-112473,25-05-2020,01-06-2020,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",113,3,-11,0,Cards
3487,8016,CA-2020-120168,25-05-2020,25-05-2020,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,142,3,6,0,Cards
3488,6671,CA-2020-161088,25-05-2020,29-05-2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Columbus,Georgia,South,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,145,2,13,0,COD
3489,7000,CA-2020-123687,26-05-2020,29-05-2020,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,South,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,248,3,62,0,Cards
3490,9438,CA-2020-107853,26-05-2020,31-05-2020,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Oceanside,California,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,77,2,6,0,Online
3491,7001,CA-2020-123687,26-05-2020,29-05-2020,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,126,2,0,0,Cards
3492,9067,CA-2020-152968,26-05-2020,30-05-2020,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Harrisonburg,Virginia,South,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",130,2,6,0,Online
3493,5376,CA-2020-134152,27-05-2020,31-05-2020,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,125,6,9,0,Cards
3494,6438,US-2020-116897,27-05-2020,29-05-2020,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,342,3,22,0,Online
3495,6437,US-2020-116897,27-05-2020,29-05-2020,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,515,5,28,0,COD
3496,9448,CA-2020-136882,27-05-2020,03-06-2020,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Tulsa,Oklahoma,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",521,5,138,0,Online
3497,3083,US-2020-132297,27-05-2020,02-06-2020,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,560,3,134,0,Online
3498,9457,CA-2020-151855,27-05-2020,03-06-2020,Standard Class,BW-11110,Bart Watters,Corporate,United States,Greensboro,North Carolina,South,TEC-AC-10002380,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,103,3,0,0,COD
3499,9458,CA-2020-151855,27-05-2020,03-06-2020,Standard Class,BW-11110,Bart Watters,Corporate,United States,Greensboro,North Carolina,South,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",115,5,-10,0,Cards
3500,5377,CA-2020-134152,27-05-2020,31-05-2020,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,136,3,7,0,COD
3501,6436,US-2020-116897,27-05-2020,29-05-2020,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",138,4,14,0,Online
3502,3943,CA-2020-160458,27-05-2020,29-05-2020,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,146,5,9,0,Cards
3503,3082,US-2020-132297,27-05-2020,02-06-2020,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,165,2,28,0,Cards
3504,8457,US-2020-118556,28-05-2020,02-06-2020,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",117,3,-29,0,COD
3505,9133,CA-2020-100055,28-05-2020,01-06-2020,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Laurel,Maryland,East,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,137,3,36,0,COD
3506,9296,CA-2020-161340,28-05-2020,01-06-2020,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Cleveland,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",156,4,-64,0,Online
3507,8786,CA-2020-145765,28-05-2020,02-06-2020,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,219,5,19,0,Cards
3508,6242,CA-2020-141572,28-05-2020,31-05-2020,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",270,8,101,0,Online
3509,8788,CA-2020-145765,28-05-2020,02-06-2020,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,291,4,54,0,Online
3510,86,CA-2020-140088,28-05-2020,30-05-2020,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,323,2,33,0,Online
3511,9295,CA-2020-161340,28-05-2020,01-06-2020,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Cleveland,Ohio,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),101,3,5,0,Cards
3512,8458,US-2020-118556,28-05-2020,02-06-2020,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,94,3,-6,0,COD
3513,8787,CA-2020-145765,28-05-2020,02-06-2020,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,130,3,5,0,Online
3514,9132,CA-2020-100055,28-05-2020,01-06-2020,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Laurel,Maryland,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,123,2,9,0,Online
3515,2434,US-2020-112613,28-05-2020,01-06-2020,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,128,4,4,0,Online
3516,6250,CA-2020-121580,29-05-2020,04-06-2020,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,480,2,120,0,Cards
